,user_id,product_id,rating
397,user_19,product_38,1
398,user_88,product_124,2
399,user_8,product_242,3
400,user_83,product_274,2
401,user_18,product_1,5
402,user_87,product_112,2
403,user_77,product_23,4
404,user_16,product_56,3
405,user_27,product_259,1
406,user_44,product_296,3
407,user_66,product_57,2
408,user_92,product_243,4
409,user_79,product_162,4
410,user_64,product_59,3
411,user_72,product_257,4
412,user_5,product_44,4
413,user_43,product_38,1
414,user_33,product_188,1
415,user_23,product_91,1
416,user_45,product_190,2
417,user_69,product_90,2
418,user_14,product_252,3
419,user_53,product_127,2
420,user_18,product_210,3
421,user_77,product_268,4
422,user_29,product_51,1
423,user_97,product_89,4
424,user_17,product_38,3
425,user_46,product_111,1
426,user_9,product_59,1
427,user_83,product_38,3
428,user_14,product_295,4
429,user_11,product_226,5
430,user_17,product_71,4
431,user_5,product_270,2
432,user_59,product_149,1
433,user_46,product_72,5
434,user_80,product_131,5
435,user_61,product_233,1
436,user_84,product_263,3
437,user_97,product_137,3
438,user_52,product_211,4
439,user_54,product_258,5
440,user_41,product_276,5
441,user_52,product_52,3
442,user_98,product_105,1
443,user_1,product_207,3
444,user_1,product_142,1
445,user_55,product_203,1
446,user_34,product_193,5
447,user_72,product_123,5
448,user_76,product_283,1
449,user_58,product_263,1
450,user_37,product_67,5
451,user_4,product_21,5
452,user_84,product_191,3
453,user_35,product_175,5
454,user_94,product_237,4
455,user_93,product_218,5
456,user_13,product_139,2
457,user_18,product_8,2
458,user_81,product_91,5
459,user_15,product_65,5
460,user_98,product_211,3
461,user_31,product_250,4
462,user_62,product_97,3
463,user_78,product_25,4
464,user_83,product_278,1
465,user_79,product_162,2
466,user_49,product_24,1
467,user_33,product_136,3
468,user_7,product_70,4
469,user_87,product_131,3
470,user_41,product_236,2
471,user_37,product_97,3
472,user_68,product_122,1
473,user_25,product_165,1
474,user_65,product_271,2
475,user_99,product_25,3
476,user_3,product_169,4
477,user_72,product_108,5
478,user_71,product_71,5
479,user_61,product_235,5
480,user_46,product_97,4
481,user_2,product_66,4
482,user_60,product_260,4
483,user_7,product_28,3
484,user_8,product_181,1
485,user_74,product_203,2
486,user_92,product_108,4
487,user_41,product_54,3
488,user_82,product_212,2
489,user_41,product_143,3
490,user_22,product_242,5
491,user_57,product_167,1
492,user_89,product_200,3
493,user_40,product_263,5
494,user_20,product_145,3
495,user_74,product_89,1
496,user_28,product_85,5
497,user_70,product_276,3
498,user_45,product_289,3
499,user_61,product_64,5
500,user_39,product_169,1
501,user_71,product_212,5
502,user_5,product_118,1
503,user_16,product_183,4
504,user_86,product_8,5
505,user_28,product_267,1
506,user_79,product_286,3
507,user_80,product_124,3
508,user_8,product_97,3
509,user_35,product_68,4
510,user_18,product_26,3
511,user_70,product_60,5
512,user_87,product_194,2
513,user_96,product_48,4
514,user_52,product_230,2
515,user_96,product_12,2
516,user_32,product_150,1
517,user_70,product_87,4
518,user_88,product_16,1
519,user_17,product_45,3
520,user_39,product_6,2
521,user_2,product_277,1
522,user_86,product_97,5
523,user_82,product_22,4
524,user_97,product_26,3
525,user_78,product_10,5
526,user_71,product_181,4
527,user_77,product_271,1
528,user_9,product_70,5
529,user_2,product_41,2
530,user_4,product_85,2
531,user_68,product_271,1
532,user_81,product_161,2
533,user_57,product_18,3
534,user_69,product_23,5
535,user_98,product_191,1
536,user_85,product_173,1
537,user_65,product_19,1
538,user_38,product_143,4
539,user_59,product_296,3
540,user_6,product_172,4
541,user_45,product_72,2
542,user_89,product_72,4
543,user_30,product_292,1
544,user_8,product_254,4
545,user_91,product_255,3
546,user_47,product_12,5
547,user_29,product_199,1
548,user_18,product_35,4
549,user_53,product_280,2
550,user_83,product_241,2
551,user_43,product_169,3
552,user_8,product_233,1
553,user_18,product_242,1
554,user_93,product_166,2
555,user_78,product_188,1
556,user_94,product_260,5
557,user_12,product_268,2
558,user_64,product_76,4
559,user_81,product_146,3
560,user_58,product_264,4
561,user_54,product_26,2
562,user_99,product_181,1
563,user_93,product_162,2
564,user_61,product_292,5
565,user_89,product_94,2
566,user_67,product_182,2
567,user_14,product_65,2
568,user_95,product_28,1
569,user_85,product_275,1
570,user_10,product_85,3
571,user_84,product_294,5
572,user_97,product_18,3
573,user_96,product_262,3
574,user_94,product_186,2
575,user_51,product_108,2
576,user_34,product_160,2
577,user_39,product_262,3
578,user_71,product_266,4
579,user_48,product_233,3
580,user_12,product_178,2
581,user_26,product_117,4
582,user_6,product_133,3
583,user_51,product_41,3
584,user_11,product_223,1
585,user_23,product_34,1
586,user_10,product_204,2
587,user_6,product_81,3
588,user_32,product_89,4
589,user_16,product_63,2
590,user_87,product_241,5
591,user_85,product_291,1
592,user_68,product_194,3
593,user_59,product_281,1
594,user_25,product_194,4
595,user_16,product_284,4
596,user_70,product_26,5
597,user_98,product_182,1
598,user_28,product_132,2
599,user_62,product_232,3
600,user_94,product_100,1
601,user_1,product_278,2
602,user_81,product_299,2
603,user_89,product_203,5
604,user_13,product_215,3
605,user_53,product_127,1
606,user_14,product_144,1
607,user_86,product_169,2
608,user_54,product_293,3
609,user_87,product_200,4
610,user_54,product_69,3
611,user_39,product_284,4
612,user_53,product_266,2
613,user_23,product_99,5
614,user_11,product_218,1
615,user_46,product_91,5
616,user_3,product_279,1
617,user_75,product_219,2
618,user_21,product_280,4
619,user_73,product_75,1
620,user_13,product_274,3
621,user_33,product_70,4
622,user_86,product_85,5
623,user_41,product_186,3
624,user_93,product_46,4
625,user_33,product_217,5
626,user_49,product_174,2
627,user_69,product_154,2
628,user_55,product_84,1
629,user_17,product_260,4
630,user_29,product_147,4
631,user_18,product_212,3
632,user_85,product_223,5
633,user_44,product_39,4
634,user_16,product_181,3
635,user_91,product_255,2
636,user_92,product_40,1
637,user_41,product_215,3
638,user_52,product_39,2
639,user_25,product_295,2
640,user_70,product_79,1
641,user_27,product_44,1
642,user_82,product_124,4
643,user_8,product_138,3
644,user_51,product_57,1
645,user_44,product_291,3
646,user_42,product_220,4
647,user_88,product_188,5
648,user_16,product_258,2
649,user_26,product_120,1
650,user_43,product_63,3
651,user_48,product_198,3
652,user_37,product_40,1
653,user_59,product_73,5
654,user_24,product_24,1
655,user_18,product_230,1
656,user_96,product_159,4
657,user_23,product_98,5
658,user_19,product_207,5
659,user_68,product_207,2
660,user_89,product_215,3
661,user_53,product_165,3
662,user_19,product_93,5
663,user_86,product_151,2
664,user_60,product_15,3
665,user_80,product_18,3
666,user_60,product_194,5
667,user_71,product_120,4
668,user_50,product_92,4
669,user_53,product_143,5
670,user_17,product_116,1
671,user_67,product_111,4
672,user_35,product_111,4
673,user_4,product_250,5
674,user_29,product_222,1
675,user_10,product_7,3
676,user_61,product_32,2
677,user_4,product_40,4
678,user_91,product_8,4
679,user_73,product_247,5
680,user_86,product_156,5
681,user_15,product_150,5
682,user_61,product_269,4
683,user_57,product_297,3
684,user_32,product_160,3
685,user_43,product_194,4
686,user_83,product_160,2
687,user_24,product_49,5
688,user_50,product_241,5
689,user_86,product_260,4
690,user_7,product_191,5
691,user_42,product_283,1
692,user_40,product_245,3
693,user_53,product_269,1
694,user_21,product_294,1
695,user_24,product_192,4
696,user_74,product_224,3
697,user_86,product_181,2
698,user_68,product_245,3
699,user_87,product_126,2
700,user_87,product_226,3
701,user_10,product_73,5
702,user_38,product_240,2
703,user_59,product_206,1
704,user_57,product_265,1
705,user_63,product_249,2
706,user_62,product_144,2
707,user_20,product_52,5
708,user_48,product_218,2
709,user_87,product_177,3
710,user_76,product_62,3
711,user_67,product_38,1
712,user_88,product_240,4
713,user_87,product_243,1
714,user_11,product_247,4
715,user_29,product_164,5
716,user_99,product_144,2
717,user_94,product_140,5
718,user_78,product_169,3
719,user_46,product_77,4
720,user_96,product_232,4
721,user_61,product_51,4
722,user_69,product_252,4
723,user_64,product_167,5
724,user_93,product_9,5
725,user_29,product_45,4
726,user_78,product_8,2
727,user_50,product_184,3
728,user_91,product_251,4
729,user_53,product_293,1
730,user_21,product_298,4
731,user_20,product_132,4
732,user_1,product_282,2
733,user_59,product_193,1
734,user_68,product_24,4
735,user_97,product_173,3
736,user_11,product_42,1
737,user_65,product_191,3
738,user_7,product_144,5
739,user_77,product_133,2
740,user_7,product_188,4
741,user_3,product_58,4
742,user_22,product_179,5
743,user_36,product_163,4
744,user_40,product_215,5
745,user_83,product_19,2
746,user_43,product_284,2
747,user_35,product_245,3
748,user_71,product_268,3
749,user_91,product_185,1
750,user_21,product_198,1
751,user_98,product_195,4
752,user_12,product_154,1
753,user_79,product_209,3
754,user_24,product_212,3
755,user_73,product_244,4
756,user_9,product_3,1
757,user_43,product_97,4
758,user_70,product_240,1
759,user_61,product_178,5
760,user_81,product_64,4
761,user_69,product_278,4
762,user_87,product_136,1
763,user_44,product_268,1
764,user_35,product_163,5
765,user_7,product_106,1
766,user_43,product_184,4
767,user_8,product_78,1
768,user_35,product_94,3
769,user_49,product_70,3
770,user_40,product_270,1
771,user_33,product_195,3
772,user_74,product_286,2
773,user_66,product_227,1
774,user_3,product_85,4
775,user_69,product_48,3
776,user_45,product_193,5
777,user_20,product_296,1
778,user_47,product_166,5
779,user_45,product_167,2
780,user_83,product_206,2
781,user_65,product_67,4
782,user_69,product_83,4
783,user_3,product_34,5
784,user_64,product_105,4
785,user_70,product_266,3
786,user_94,product_28,1
787,user_16,product_151,1
788,user_11,product_33,2
789,user_16,product_69,5
790,user_80,product_138,2
791,user_6,product_60,2
792,user_69,product_119,1
793,user_92,product_82,1
794,user_93,product_169,3
795,user_70,product_10,1
796,user_25,product_90,5
797,user_92,product_60,5
798,user_70,product_32,1
799,user_56,product_65,2
800,user_59,product_160,1
801,user_31,product_70,1
802,user_10,product_279,5
803,user_94,product_125,1
804,user_9,product_291,1
805,user_48,product_154,2
806,user_19,product_233,2
807,user_65,product_101,2
808,user_40,product_199,2
809,user_1,product_19,4
810,user_41,product_161,5
811,user_25,product_284,2
812,user_61,product_114,4
813,user_2,product_189,2
814,user_26,product_300,1
815,user_85,product_103,4
816,user_18,product_242,2
817,user_46,product_15,2
818,user_59,product_133,1
819,user_31,product_36,5
820,user_13,product_3,1
821,user_73,product_113,2
822,user_78,product_132,4
823,user_91,product_298,4
824,user_76,product_72,1
825,user_69,product_12,2
826,user_58,product_299,4
827,user_16,product_72,4
828,user_12,product_106,4
829,user_4,product_115,4
830,user_70,product_129,1
831,user_25,product_178,3
832,user_100,product_99,3
833,user_64,product_99,4
834,user_85,product_68,1
835,user_83,product_248,3
836,user_58,product_196,5
837,user_90,product_104,4
838,user_57,product_58,1
839,user_82,product_155,3
840,user_96,product_187,1
841,user_15,product_37,3
842,user_23,product_187,3
843,user_44,product_258,4
844,user_23,product_38,5
845,user_26,product_295,3
846,user_2,product_214,3
847,user_95,product_249,1
848,user_35,product_200,5
849,user_97,product_118,4
850,user_77,product_138,4
851,user_70,product_226,2
852,user_59,product_173,3
853,user_78,product_14,5
854,user_98,product_188,1
855,user_98,product_51,5
856,user_48,product_286,2
857,user_87,product_216,1
858,user_88,product_191,4
859,user_94,product_241,3
860,user_54,product_176,1
861,user_58,product_280,5
862,user_83,product_150,1
863,user_61,product_225,2
864,user_96,product_274,5
865,user_47,product_138,5
866,user_56,product_178,1
867,user_46,product_67,2
868,user_86,product_6,3
869,user_57,product_1,2
870,user_25,product_238,1
871,user_79,product_124,3
872,user_80,product_135,5
873,user_6,product_44,1
874,user_69,product_204,2
875,user_93,product_85,1
876,user_73,product_71,3
877,user_71,product_193,5
878,user_9,product_77,2
879,user_83,product_115,5
880,user_99,product_70,2
881,user_80,product_9,2
882,user_93,product_87,3
883,user_36,product_87,2
884,user_72,product_140,3
885,user_40,product_178,2
886,user_85,product_151,3
887,user_33,product_121,4
888,user_89,product_69,4
889,user_21,product_91,5
890,user_21,product_299,1
891,user_77,product_45,5
892,user_35,product_122,3
893,user_99,product_273,1
894,user_44,product_228,3
895,user_71,product_242,2
896,user_85,product_263,3
897,user_93,product_11,2
898,user_93,product_264,4
899,user_9,product_11,2
900,user_71,product_293,2
901,user_10,product_146,5
902,user_18,product_191,4
903,user_42,product_12,5
904,user_30,product_235,1
905,user_43,product_22,2
906,user_49,product_163,2
907,user_50,product_150,3
908,user_3,product_225,5
909,user_26,product_94,5
910,user_70,product_296,2
911,user_85,product_263,4
912,user_13,product_98,2
913,user_13,product_36,1
914,user_96,product_106,2
915,user_64,product_217,4
916,user_45,product_211,1
917,user_16,product_42,1
918,user_84,product_300,3
919,user_52,product_218,1
920,user_78,product_255,4
921,user_69,product_26,2
922,user_81,product_142,5
923,user_95,product_121,4
924,user_70,product_26,3
925,user_78,product_224,4
926,user_54,product_66,5
927,user_38,product_48,4
928,user_61,product_70,3
929,user_69,product_46,3
930,user_6,product_266,2
931,user_90,product_77,1
932,user_53,product_261,3
933,user_35,product_229,2
934,user_94,product_66,5
935,user_83,product_6,2
936,user_81,product_130,2
937,user_40,product_102,2
938,user_40,product_257,4
939,user_36,product_208,5
940,user_4,product_136,5
941,user_71,product_252,1
942,user_42,product_79,4
943,user_12,product_206,5
944,user_74,product_17,1
945,user_41,product_113,1
946,user_36,product_45,5
947,user_22,product_241,3
948,user_21,product_280,4
949,user_26,product_74,3
950,user_44,product_53,1
951,user_95,product_190,3
952,user_4,product_29,5
953,user_38,product_165,2
954,user_70,product_97,4
955,user_15,product_31,5
956,user_77,product_186,2
957,user_95,product_189,5
958,user_45,product_48,2
959,user_34,product_254,4
960,user_47,product_116,1
961,user_59,product_96,5
962,user_27,product_76,3
963,user_7,product_265,1
964,user_83,product_14,5
965,user_57,product_171,3
966,user_75,product_10,5
967,user_19,product_18,4
968,user_14,product_116,3
969,user_56,product_86,1
970,user_8,product_252,3
971,user_54,product_127,4
972,user_6,product_273,4
973,user_8,product_149,4
974,user_21,product_60,1
975,user_60,product_214,3
976,user_90,product_66,2
977,user_51,product_279,2
978,user_64,product_207,3
979,user_98,product_88,3
980,user_82,product_64,1
981,user_88,product_110,3
982,user_85,product_124,4
983,user_36,product_260,4
984,user_72,product_55,1
985,user_45,product_142,5
986,user_41,product_268,1
987,user_79,product_286,4
988,user_30,product_257,5
989,user_44,product_118,1
990,user_98,product_69,1
991,user_74,product_148,4
992,user_73,product_99,4
993,user_33,product_250,4
994,user_6,product_6,3
995,user_51,product_13,2
996,user_14,product_293,1
997,user_51,product_40,4
998,user_58,product_292,4
999,user_40,product_5,2
